Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
227,299,18,4958.1416015625,23,1.1566094090859278,-80978.58830515391,-47514404.59110428
228,299,16,62974.55078125,23,1.1566094090859278,-2000.0252664591833,-47516404.61637074
229,299,34,87176.3203125,23,1.1566094090859278,-24361.627211946903,-47540766.24358268
230,299,38,9781.6435546875,23,1.1566094090859278,-56377.40796878074,-47597143.65155146
231,299,31,59745.61328125,23,1.1566094090859278,7275.622152052004,-47589868.02939941
232,299,9,3897.6484375,23,1.1566094090859278,-72665.19698180343,-47662533.22638121
233,299,8,11840.5859375,23,1.1566094090859278,-167523.86935022174,-47830057.09573144
234,299,0,7875.90478515625,23,1.1566094090859278,-25196.7759947795,-47855253.871726215
235,299,0,5844.05078125,23,1.1566094090859278,-50191.726221450364,-47905445.597947665
236,299,9,2762.81640625,23,1.1566094090859278,-72708.83195406816,-47978154.429901734
237,299,2,96282.4453125,23,1.1566094090859278,-51437.184318565036,-48029591.6142203
238,299,15,18106.3046875,23,1.1566094090859278,-61308.271588932446,-48090899.88580923
239,3,0,1483.2236328125,24,1.1566094090859278,684.6258853718746,-48090215.25992385
240,217,0,3133.673583984375,25,1.1566094090859278,-37806.51567245199,-48128021.775596306
241,299,1,10785.3193359375,25,1.0987789386316313,-101645.77776171421,-48229667.55335802
242,299,0,3300.987060546875,25,1.0987789386316313,27118.856669974684,-48202548.69668804
243,299,17,176603.4375,25,1.0987789386316313,-84779.38466628216,-48287328.08135432
244,299,9,76583.8671875,25,1.0987789386316313,-49876.81019596398,-48337204.89155029
245,186,11,9654.1240234375,26,1.0987789386316313,-173730.85356358121,-48510935.74511387
246,299,0,31121.767578125,26,1.0987789386316313,-64848.16299041487,-48575783.908104286
247,299,34,101123.7265625,26,1.0987789386316313,-63408.79029646638,-48639192.69840075
248,299,6,1851.0062255859375,26,1.0987789386316313,-132721.97000224504,-48771914.66840299
249,299,0,1036.8389892578125,26,1.0987789386316313,4900.096223922352,-48767014.57217907
250,299,0,1229.2232666015625,26,1.0987789386316313,-199127.56066848795,-48966142.13284756
251,216,0,13800.828125,27,1.0987789386316313,-32048.33669403205,-48998190.469541594
252,299,0,132684.921875,27,1.0987789386316313,-175934.24540875645,-49174124.71495035
253,176,0,1940.5848388671875,28,1.0987789386316313,7731.745600970893,-49166392.969349384
254,18,0,18759.541015625,29,1.0987789386316313,3463.397946347039,-49162929.571403034
255,299,0,4112.30810546875,29,1.0987789386316313,18723.57410961991,-49144205.99729341
256,299,23,25186.513671875,29,1.0987789386316313,-129481.50252351012,-49273687.499816924
